mapping_id,identity_id,group_id,group_name,platform,is_nested,parent_group_id,assigned_date
f68c62e6-e2a4-5909-a2dd-22d52afaab7b,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,False,,2022-02-11
ab86bafd-b57e-c883-d258-6d9016b6bf61,bc594585-9445-28c0-0ef8-c2d6f7fd5646,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2025-05-05
55f3ad50-e2fb-b984-bab2-7bcea39c3bd5,504867ba-bf7b-539b-0f9a-ea4b8acd4e10,GRP-b8db0672-f42d-47cc-00d4-af5974273ca3,AWS-ReadOnly,AWS,False,,2023-02-21
35adde88-43e4-f668-02ea-d2df725656e3,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,False,,2026-03-06
59b9222c-115a-ffac-b173-fcdf3fe1e8f3,87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2025-09-07
b86d066b-1ba8-27c6-c97a-24ad41b455b8,82010c62-f5f5-9b22-0e8f-a8e0284d82e5,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-11-05
702f31e5-62cc-c604-0c53-644b0053f649,118a9d29-2f92-3996-d9f1-95d014822f53,GRP-24933b83-7577-50a9-a491-f0b2ea1fca65,AD-Engineering-Backend,AD,False,,2024-08-20
2a9527f6-f817-0ebf-6b6e-64c5bb8aa843,118a9d29-2f92-3996-d9f1-95d014822f53,GRP-e27a984d-6548-21d0-7fcd-9eb1a7cad415,AD-Engineering,AD,True,GRP-24933b83-7577-50a9-a491-f0b2ea1fca65,2024-08-20
e1bbb8cd-7e3a-9f07-69fd-28e6e271fff9,dca02eec-acda-bacc-1165-e21098543881,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2023-08-03
6016c743-8bc8-3a02-59ea-493660f34ebc,f10c718b-1eb0-e38a-675d-d5af3c365296,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2024-08-22
c9ea356a-7abf-cebf-d42c-b1ae19f738cb,94340a03-3f07-f814-91d6-3f78e3e9de99,GRP-ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,AD-Helpdesk,AD,False,,2024-06-11
c21c3fb3-a6a5-f0ff-93fb-71d0dd326d9c,94340a03-3f07-f814-91d6-3f78e3e9de99,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,True,GRP-ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,2024-06-11
7387928a-29a3-db6d-39bf-ca38afe9be90,14fcdd54-9e8f-c965-0a2c-827e98326856,GRP-dc713d96-0c0f-d195-c17a-f08a1745d6d8,AzureAD-Security-Ops,AzureAD,False,,2023-04-20
088dbd82-d883-e3f8-cc98-03de12de9e5a,90b2b633-956b-8c0c-a849-9b926b5252e3,GRP-1d53434b-b881-39b9-ae27-0da702f06b90,AWS-PowerUsers,AWS,False,,2024-11-09
42d943ee-5197-6e75-0523-d4fd4b7f2183,42c18a62-ef48-e8d5-50fd-9d3f85d51695,GRP-81f76d1c-2dbc-2134-c30f-f46e8026695f,Okta-AppAdmins,Okta,False,,2023-02-21
5780be17-12fe-cc2b-1acf-42c5f3a02120,506e5a9a-b758-588d-ab73-295b344a54b8,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2025-12-24
29310971-601e-0211-e34f-76b42b8c03bf,506e5a9a-b758-588d-ab73-295b344a54b8,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2025-12-24
f11c0ac5-8c0b-393a-1333-5bc9bb635ff5,21813d25-6552-38a6-43ff-50113d1a85dd,GRP-287d06ca-6f4c-c69a-4b22-d3081c8eaee9,AWS-Finance-DataAccess,AWS,False,,2026-02-25
5683ede0-17d5-b563-fa60-ede1e5eb772d,750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-09-23
e4aa786d-9d17-d218-fc3b-0de5981262ac,ef8c485b-c07a-30f2-edd4-253b50f0fd0a,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,False,,2025-03-11
6e6b34b9-07ef-2ba8-b45a-6ab37b94a34d,9f044aed-7552-3327-0262-7f7312922f83,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2026-01-28
9b792afa-2a3d-418d-a754-a29ff143e545,19985f15-ff00-2d4d-9020-59e4ff9ab5c2,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-07-23
0db5d441-2837-f418-6f27-c1b9e3c6dedb,8181a8cc-3691-47eb-89a2-688b12c136e0,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2025-03-30
f9722cc1-349e-f4a9-54c2-9d5c19ec0829,8181a8cc-3691-47eb-89a2-688b12c136e0,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2025-03-30
8dda4ff2-b27b-7bb4-68c6-90b230a2cee8,5958a499-eeea-163e-21e8-ac6843e42caf,GRP-b8db0672-f42d-47cc-00d4-af5974273ca3,AWS-ReadOnly,AWS,False,,2026-02-11
8a45a905-badf-9397-ecf2-6429b8d77d2f,3e896c64-e117-dac3-119c-4ea3e1805081,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-12-27
4c2272f3-4811-e562-a91c-f19243e8644b,702cdd20-2862-18b8-48f4-ef125e9953d2,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,SF-Sales-Reps,Salesforce,False,,2024-07-21
64953d5f-0cb4-e891-188d-f23b3ccff6eb,702cdd20-2862-18b8-48f4-ef125e9953d2,GRP-eb2263dd-87c5-421e-ec24-a3c5c754108f,SF-Sales-Operations,Salesforce,True,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,2024-07-21
7daec949-d700-b461-8cb6-b0ba925f8199,4d71c366-b41b-3143-8b10-550cd5704f32,GRP-24933b83-7577-50a9-a491-f0b2ea1fca65,AD-Engineering-Backend,AD,False,,2025-07-02
00fa0eb4-5c5f-48d4-0df4-07b82751ab86,4d71c366-b41b-3143-8b10-550cd5704f32,GRP-e27a984d-6548-21d0-7fcd-9eb1a7cad415,AD-Engineering,AD,True,GRP-24933b83-7577-50a9-a491-f0b2ea1fca65,2025-07-02
d2eaef18-4b67-97a1-166e-cfe36d779595,ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2023-06-19
7af6cd41-99a7-b99b-a005-f5e1a97a2846,aaf91531-0200-b1f0-8768-a84fa76afde6,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2023-01-16
34fadee1-0696-9d48-18d4-2238331de35c,ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a,GRP-ce88cb2d-d4e8-0839-fc3e-058be0f3eab0,SF-Standard-Users,Salesforce,False,,2023-09-29
fa207403-4ab4-27e3-a360-76812bbba89d,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,GRP-956269f0-e5d7-b875-6dad-d6c795a76d79,AD-Security,AD,False,,2023-06-22
1d91fe39-d801-4004-793b-ed1b14f9c394,e3c43657-1d8c-bbac-43b4-09ef2260e70f,GRP-dc713d96-0c0f-d195-c17a-f08a1745d6d8,AzureAD-Security-Ops,AzureAD,False,,2025-03-08
788fd0cd-65c0-6b93-c8ed-abdd4ef03f80,27cb6f2a-8da0-1097-be0f-051b1b66b5a9,GRP-7d154385-52fb-e43b-9954-6eb400257ad1,SF-Sales-Managers,Salesforce,False,,2023-08-18
43d75413-a939-ebd1-e516-b0d47d3572cc,27cb6f2a-8da0-1097-be0f-051b1b66b5a9,GRP-eb2263dd-87c5-421e-ec24-a3c5c754108f,SF-Sales-Operations,Salesforce,True,GRP-7d154385-52fb-e43b-9954-6eb400257ad1,2023-08-18
6334fa2a-8b4b-d7e7-a451-5ae01754bf08,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2023-08-26
61a66444-e2af-a629-5efb-336e2f546033,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2023-08-26
0b6c03c8-721e-5419-2fc3-e6495e911b91,afffcfd2-341e-f40b-57c7-00aab7b56ea7,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2026-02-22
436e3c49-770e-09db-7092-d40143675d58,afffcfd2-341e-f40b-57c7-00aab7b56ea7,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2026-02-22
907276ea-44c0-7a9a-d64a-cb1f39eb038a,81627cf1-4394-72e6-da58-7e8aa25d6b29,GRP-b8db0672-f42d-47cc-00d4-af5974273ca3,AWS-ReadOnly,AWS,False,,2024-07-16
b24beb96-c092-7b74-26b0-7ff60fc79913,e87d1c78-e7c4-21c7-4049-7b717d106c60,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2026-01-28
ab0b4cc5-15f0-ea19-18c1-80d2aadf3692,e87d1c78-e7c4-21c7-4049-7b717d106c60,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2026-01-28
69fb0763-8a9c-66f7-cee4-e5125802b640,a2607723-17a0-df49-0d01-280fd89a40c0,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2025-02-12
3a3e46b0-96f8-4ff7-c1a7-2883f8802878,a2607723-17a0-df49-0d01-280fd89a40c0,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2025-02-12
6319629b-d73e-7bb9-0f9c-a17b8db8dadf,0b49452d-46d4-83f3-d450-281c6c6f7633,GRP-b8db0672-f42d-47cc-00d4-af5974273ca3,AWS-ReadOnly,AWS,False,,2025-11-19
f7336094-6b2b-78b9-85c7-f3bed183010f,217d65a0-c568-11cd-5563-f61600e85ece,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-11-09
efb56207-ddec-c40b-afe3-af13891778e8,295d6fbf-430f-801d-fad4-09e2a319dcb4,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,SF-Sales-Reps,Salesforce,False,,2026-02-11
3c53090e-e1b4-1171-929d-674d798e175f,295d6fbf-430f-801d-fad4-09e2a319dcb4,GRP-eb2263dd-87c5-421e-ec24-a3c5c754108f,SF-Sales-Operations,Salesforce,True,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,2026-02-11
6511e61a-1436-65f5-4c81-926079ec533c,b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2026-02-21
08e3f771-b6dc-bd05-da9b-ccc1e71c681a,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,False,,2022-03-07
844e250b-e684-390c-923b-78208089b8c5,b0e6a969-e213-42b0-f1ee-dba313432e61,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,False,,2023-07-25
fb95d0fc-ad72-ed05-924c-de09ccea5031,093923de-8bab-ce3b-2628-6bfbe767dcea,GRP-b8db0672-f42d-47cc-00d4-af5974273ca3,AWS-ReadOnly,AWS,False,,2023-10-25
f3025d16-1eca-cae9-25bf-213d9eca381b,8d7248e2-951f-58d0-5e84-f058d5a804eb,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2023-11-03
f2f5b176-2c41-cbd3-72f4-44abc1d71f4a,0ab54bde-20a0-4502-6e06-809725e97977,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2025-06-01
363e6ef4-f8df-cc3a-2acb-4fbdfbff8a7d,0ab54bde-20a0-4502-6e06-809725e97977,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2025-06-01
0aeccec7-204d-b9da-3156-7f2acef74829,eededb07-e623-a689-5d59-cd2a4eea04e7,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2025-01-24
aee14f87-fcff-e9e3-140f-f5896c624c2c,eededb07-e623-a689-5d59-cd2a4eea04e7,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2025-01-24
d2938e6e-ff4d-0930-33b0-fb536f75ee8a,0a368ce7-dc57-0131-f8e1-daa7cbceabde,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2022-12-08
98550b1e-d588-1c1c-25db-5946a091e5b4,ae9bec36-35c7-936c-5b99-62c6e61fecc0,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,SF-Sales-Reps,Salesforce,False,,2024-09-02
ba236c22-e92a-7b97-51db-1a374204d733,ae9bec36-35c7-936c-5b99-62c6e61fecc0,GRP-eb2263dd-87c5-421e-ec24-a3c5c754108f,SF-Sales-Operations,Salesforce,True,GRP-5cec4eb5-edd9-6831-1ca3-5cfb04fc6d82,2024-09-02
16476e3f-1127-b207-ceae-1325ea074d80,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,GRP-956269f0-e5d7-b875-6dad-d6c795a76d79,AD-Security,AD,False,,2026-04-11
8d536c75-65b9-0e94-8e6d-e263635a775d,dfed2c43-e256-a6dc-8f54-86b7c7b5b2bc,GRP-dc713d96-0c0f-d195-c17a-f08a1745d6d8,AzureAD-Security-Ops,AzureAD,False,,2023-12-07
850a48d4-46b5-18de-db4b-b8eb537d0bd1,bfddc3d9-9ee3-ac2a-f94d-62046808593f,GRP-81f76d1c-2dbc-2134-c30f-f46e8026695f,Okta-AppAdmins,Okta,False,,2026-01-26
032a461a-df9b-7c1f-eacb-1f6d7549c9f9,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd,GRP-bf3c4c06-4343-08bc-89fa-6a688fb5d27b,AD-HR,AD,False,,2024-11-06
966b62ea-9f80-b96b-b34e-356ac95b61f8,ccc56569-f9e8-a369-2999-b735dd56cc94,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2026-01-21
1cce08e9-6b6a-8061-c81c-8d3185c69fbf,ccc56569-f9e8-a369-2999-b735dd56cc94,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2026-01-21
910c4cb7-25f0-6b0a-264e-f59d6a18e5af,698c206f-e1a4-7e10-2d53-4dd0cf8ebc5a,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2025-12-17
f6ff3521-c225-0530-952a-53459682d9ff,ecab3301-bc8f-7d29-2dea-94930658663a,GRP-ce88cb2d-d4e8-0839-fc3e-058be0f3eab0,SF-Standard-Users,Salesforce,False,,2022-01-27
1b0ae22e-ecc8-17a6-19a6-f80ef08ce6c2,696608aa-ee49-f329-c84a-7b28550a1b46,GRP-ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,AD-Helpdesk,AD,False,,2025-07-06
c926a021-19da-8262-c790-3dc5900c0af7,696608aa-ee49-f329-c84a-7b28550a1b46,GRP-0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,AD-IT-Operations,AD,True,GRP-ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,2025-07-06
e1509425-891f-4683-de12-dbf1493d6196,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,GRP-dc713d96-0c0f-d195-c17a-f08a1745d6d8,AzureAD-Security-Ops,AzureAD,False,,2022-10-30
439e754c-6930-16ea-e0bd-a1ee5807cf74,28c13091-444d-610b-3f87-e362cf8d446a,GRP-1d53434b-b881-39b9-ae27-0da702f06b90,AWS-PowerUsers,AWS,False,,2025-08-13
92701d60-7c4f-48e4-a7a0-2a3d620f230b,61ee411a-1bac-27a7-b386-f7a4c991603f,GRP-81f76d1c-2dbc-2134-c30f-f46e8026695f,Okta-AppAdmins,Okta,False,,2025-07-18
2c154804-0997-59a3-7919-955c9be4f19f,787f2425-dbcc-c477-09e9-db0adf465290,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,AD-Finance-Analysts,AD,False,,2023-02-18
9e45455e-24d3-8751-6729-4d3c46818a88,787f2425-dbcc-c477-09e9-db0adf465290,GRP-10f1bc81-448a-aa9e-66b2-bc5b50c187fc,AD-Finance,AD,True,GRP-366eb16f-508e-bad7-b7c9-3acfe059a0ee,2023-02-18
66d71d97-b193-c8b8-ae49-c0799bd0d4c7,eb1fa9f2-d10b-d1d0-3317-347038f16a81,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2022-04-17
e1035e1c-e3bb-22ae-6552-ac5309eda6f5,eb1fa9f2-d10b-d1d0-3317-347038f16a81,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2022-04-17
0c9e5550-3cd1-ff3f-b0c5-827854dccba5,d20eac17-4e20-fd1a-5983-36e375d66ed4,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2023-11-03
44c1f1b5-ebbb-d763-79a7-e63bbee975da,39118497-3a43-b2ba-df0f-06cbcb9bc326,GRP-5304317f-af42-e12f-3838-b3268e944239,AD-Domain-Admins,AD,False,,2023-05-01
567e642e-052d-fb9a-5f58-4603e5a3d8e9,6601ddd0-3170-f437-a8f7-ef5a060edf5b,GRP-7e570ddf-8270-50a8-2369-b584ff5e9ff0,AzureAD-Global-Admins,AzureAD,False,,2024-06-06
4f9a5f98-4d95-0273-cb2c-c805d1403430,11c58ef0-dd46-3c09-4752-87aa5408f9ac,GRP-f8cda88b-436d-76e2-b83c-fe0be037e5ed,Okta-Super-Admins,Okta,False,,2022-05-12
dbb54645-7dda-c1b6-d7c4-caed47c4cc51,59e4b671-4774-bc58-c5f8-bc16f7860b50,GRP-956269f0-e5d7-b875-6dad-d6c795a76d79,AD-Security,AD,False,,2022-03-12
f8f58a26-1924-c644-af52-7666b23909f4,adf4e62d-6651-529e-8268-690ba43825b5,GRP-dc713d96-0c0f-d195-c17a-f08a1745d6d8,AzureAD-Security-Ops,AzureAD,False,,2023-12-02
4cec495b-2267-16e3-3a5b-6ac5de703b72,54c63cd8-8945-6f27-d7fa-2d8dfb2ca025,GRP-81f76d1c-2dbc-2134-c30f-f46e8026695f,Okta-AppAdmins,Okta,False,,2025-05-18
c626e38f-716f-b276-be64-ac2af96671a5,e08596db-1d87-0966-0710-d430f071d879,GRP-7d154385-52fb-e43b-9954-6eb400257ad1,SF-Sales-Managers,Salesforce,False,,2023-05-20
ba92992e-44f8-b53c-5224-6d05d3692867,e08596db-1d87-0966-0710-d430f071d879,GRP-eb2263dd-87c5-421e-ec24-a3c5c754108f,SF-Sales-Operations,Salesforce,True,GRP-7d154385-52fb-e43b-9954-6eb400257ad1,2023-05-20
16db80db-a543-148e-9adf-e9816ab19e15,94a1875d-2db6-9edb-42de-ffccf86c2ca2,GRP-beb79919-3f22-faf8-23be-d01d43cf2fde,AD-Engineering-Frontend,AD,False,,2023-06-03
e9d6bb7e-361d-b014-7114-56de301c8db3,94a1875d-2db6-9edb-42de-ffccf86c2ca2,GRP-e27a984d-6548-21d0-7fcd-9eb1a7cad415,AD-Engineering,AD,True,GRP-beb79919-3f22-faf8-23be-d01d43cf2fde,2023-06-03
7c059799-bdae-8eff-683c-510ed2efa93b,09cb3942-43f5-9a85-fbc9-f87af668a617,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,AzureAD-M365-E3,AzureAD,False,,2022-09-20
5fb8944d-de00-18aa-8439-6fc0c26e2706,09cb3942-43f5-9a85-fbc9-f87af668a617,GRP-98ae4334-6c12-ace8-ae34-0454cac5b68c,AzureAD-All-Users,AzureAD,True,GRP-988c24c9-61b1-cd22-6280-1c4510435a10,2022-09-20
ca9f1d59-83e8-b700-0e63-813ed22e3226,587ef344-6f3f-920c-98b8-e4cc1bc044fc,GRP-5fb8d16c-2720-797d-32eb-d6899be578c7,Okta-All-Users,Okta,False,,2023-03-29
