mapping_id,identity_id,role_id,role_name,platform,assignment_type,assigned_by,assigned_date,expiry_date,ticket_id,approval_date,approver_id
0cbe938d-2b33-9734-da11-9684b385d9de,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2022-10-18,2026-09-29,TKT-202606-52967,2024-12-12,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3
99b3568d-6dcc-9c60-9e35-836f66aa394c,db20a56e-dc81-5fe7-ceda-8bbb71710434,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b,2023-02-27,,,,
f541a44e-16cc-b813-2635-53ba4299b351,db20a56e-dc81-5fe7-ceda-8bbb71710434,ROLE-3da9c2a9-0ed4-2f1a-3d4c-bf374eb93eff,AD-Domain-Admins,AD,direct,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b,2025-12-04,,,,
9136d4ad-f27e-8ce7-2b8d-2c495e3003e1,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2023-07-18,,,,
869d4cb7-b7f5-155a-039d-08d01e0aaf12,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,ROLE-2a45c2ab-8cbf-edb0-f264-accc79ac1b1e,AzureAD-User-Admin,AzureAD,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2025-11-04,,,,
eda413c6-eb84-66e4-c5fa-e0476f669013,03c72ba8-d605-e770-8a63-f881ffd0f9d5,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,0f844fef-1931-e9ee-a56c-0941fbf24050,2026-03-15,,,,
7e808d05-ac71-b531-d3c7-24e8742632d7,03c72ba8-d605-e770-8a63-f881ffd0f9d5,ROLE-b09b2a5c-badc-c32a-c159-0f538a0f4efb,AWS-AdministratorAccess,AWS,direct,0f844fef-1931-e9ee-a56c-0941fbf24050,2026-03-20,,,,
340155bd-b6ac-1c8e-3977-c7b41e56d346,c0e9ab30-ed26-62e9-17e0-11b7f8102383,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2022-03-02,,,,
d03bcbfc-dca7-e284-f230-7c2230c7809b,c0e9ab30-ed26-62e9-17e0-11b7f8102383,ROLE-839fbc50-1223-b513-5496-f63cdc1110c1,SF-System-Admin,Salesforce,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2025-11-13,,,,
bf16e3e9-49b7-e037-4425-dea7c83924d7,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2024-06-27,,,,
6e6a3d5b-2154-be4a-61cf-91fb7e81cdfa,dd59ba71-36b8-2481-7b3a-4e3e7c52fa17,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,2023-11-14,,,,
372f5f47-999f-0691-34e4-20bfdb38f306,2a25a888-0f02-bad0-e706-7ef466aa9385,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,7914c120-c8dc-d19f-3e35-11287900f7f9,2025-10-01,,,,
ba098a27-4870-8a92-d2f7-7d5dfec5ea47,63f2ae24-fc3d-3348-008d-4127610461e3,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2023-04-20,,,,
2e2cb850-6b17-bd75-307a-1acbad5c3c49,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,63f2ae24-fc3d-3348-008d-4127610461e3,2024-01-25,,,,
075dacd4-255c-82c7-cade-e3ec68950908,b253d218-6c4a-37ea-4906-17f2747b6dba,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2026-01-13,,,,
3c48c936-4305-4a31-f9e3-89054a4a15ea,c88a618e-fed4-057d-bb02-6576f512c4c3,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,dd59ba71-36b8-2481-7b3a-4e3e7c52fa17,2026-06-04,,,,
3f91c419-e846-a9df-7373-35549e204ac7,7c967f79-b7e9-9aca-a970-65e18e46d534,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2022-12-26,,,,
a5b13afd-af2c-20ac-9539-22c05ea0942c,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2023-02-12,,,,
7808a004-02a4-58e1-15f2-f85a754a3e48,bc594585-9445-28c0-0ef8-c2d6f7fd5646,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2021-05-21,,,,
f9723977-52c0-3f9b-df16-eb702219b7f7,504867ba-bf7b-539b-0f9a-ea4b8acd4e10,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,63f2ae24-fc3d-3348-008d-4127610461e3,2024-05-14,,,,
3653e588-afd5-8fe7-65c6-2548b169fded,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,ccf3a171-56dc-8907-ba6c-34ab6712303a,2025-01-28,,,,
6c5ccba7-b55d-2fc1-622c-c212b69d2f48,87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2025-06-08,,,,
12b3c5eb-4198-0029-98e1-d54cbc715183,82010c62-f5f5-9b22-0e8f-a8e0284d82e5,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2025-06-28,,,,
0d574085-0f0a-6450-8e97-8ce118643b6a,118a9d29-2f92-3996-d9f1-95d014822f53,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2025-06-05,,,,
788f06ed-3c1e-919b-ee5a-400755367ab6,dca02eec-acda-bacc-1165-e21098543881,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2026-02-04,,,,
9b3b5b4c-ff2a-50c0-5ab3-83c9e88188c3,f10c718b-1eb0-e38a-675d-d5af3c365296,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2025-03-23,,,,
cd602879-f79b-1079-abb8-fe95f077671b,94340a03-3f07-f814-91d6-3f78e3e9de99,ROLE-14296c07-f26b-4776-913e-4de2e0c53cb8,AD-Account-Operators,AD,direct,23e2fcb4-72d8-567d-894a-05e430b187ef,2022-09-05,,,,
cf5285f7-bf8c-c6f9-b5a6-1d619925bc9b,14fcdd54-9e8f-c965-0a2c-827e98326856,ROLE-2a45c2ab-8cbf-edb0-f264-accc79ac1b1e,AzureAD-User-Admin,AzureAD,direct,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,2025-06-12,,,,
8129aa0c-40ef-a857-015f-566c0ba6aa86,90b2b633-956b-8c0c-a849-9b926b5252e3,ROLE-66245bfa-4fcc-a39a-b683-d2e6337ea2df,AWS-PowerUserAccess,AWS,direct,c0e9ab30-ed26-62e9-17e0-11b7f8102383,2025-06-03,,,,
fa3f012e-4d71-1f28-6185-21ab9ea1e617,42c18a62-ef48-e8d5-50fd-9d3f85d51695,ROLE-01d74256-3860-2ab6-96a4-02f23ae8cc93,Okta-Org-Admin,Okta,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2026-05-30,,,,
21da5db1-5ef3-61c2-abd7-d3f1650ad9aa,506e5a9a-b758-588d-ab73-295b344a54b8,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2025-04-22,,,,
0a872ac2-8f3f-5995-e468-eb64f7d2a2ee,21813d25-6552-38a6-43ff-50113d1a85dd,ROLE-7394988f-847f-d9b4-e64d-1bcb702753a1,AWS-FinanceDataAccess,AWS,direct,c0e9ab30-ed26-62e9-17e0-11b7f8102383,2023-10-30,,,,
2b7c5ee3-42a2-7950-2deb-5687949aca46,750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2025-02-16,,,,
56d44952-ee29-e80e-7e2a-c03a80f58b81,ef8c485b-c07a-30f2-edd4-253b50f0fd0a,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2024-04-11,,,,
16f32b93-21c5-7a88-77d4-68eae0bdd765,9f044aed-7552-3327-0262-7f7312922f83,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2025-03-28,,,,
6ed47a6d-87c9-daac-b5d3-4f2f513bb65c,19985f15-ff00-2d4d-9020-59e4ff9ab5c2,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,1825bc54-30be-b45f-6835-14f2ceb81f9d,2022-02-24,,,,
50326fe6-1de9-5c72-42a9-f7e5244cb9a8,8181a8cc-3691-47eb-89a2-688b12c136e0,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-04-28,,,,
7fcc4456-20bc-2fa0-fa80-10620b4e360a,5958a499-eeea-163e-21e8-ac6843e42caf,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,1825bc54-30be-b45f-6835-14f2ceb81f9d,2024-12-13,,,,
47efa886-d5b5-b7b0-f92e-dfa1df266424,3e896c64-e117-dac3-119c-4ea3e1805081,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-01-10,,,,
6e1a1e1b-ed1d-defa-5c4f-c55ebf715a28,702cdd20-2862-18b8-48f4-ef125e9953d2,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2025-12-11,,,,
4362262d-e07e-e721-e71d-6ba3486dce57,4d71c366-b41b-3143-8b10-550cd5704f32,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,1825bc54-30be-b45f-6835-14f2ceb81f9d,2023-05-21,,,,
ed3d5159-c2f5-da5f-d45f-f4db9ce91544,ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,2024-05-30,,,,
6f8ef978-5021-71bd-8458-526b4385a3e3,aaf91531-0200-b1f0-8768-a84fa76afde6,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,c0e9ab30-ed26-62e9-17e0-11b7f8102383,2023-01-26,,,,
bca37653-50c7-6baa-2a3c-6137e48623dd,ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2026-02-24,,,,
f33685da-c380-3b4a-7dc4-2f12fe9bd0e1,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,03c72ba8-d605-e770-8a63-f881ffd0f9d5,2023-12-17,2026-07-22,TKT-202606-26114,2024-12-13,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b
ec4014c6-da60-69f3-8e40-b29426b94955,e3c43657-1d8c-bbac-43b4-09ef2260e70f,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b,2022-09-13,2026-12-01,TKT-202606-63916,2023-12-10,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
70a32883-cc58-2872-a2fb-a345a84ca488,27cb6f2a-8da0-1097-be0f-051b1b66b5a9,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2020-09-28,2026-10-30,TKT-202606-82840,2022-01-05,db20a56e-dc81-5fe7-ceda-8bbb71710434
0df81d2b-260c-037e-305d-0ef70d9ff83d,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-02-16,,,,
7862246c-092e-44b7-2ee2-59893ad82406,afffcfd2-341e-f40b-57c7-00aab7b56ea7,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2025-04-28,,,,
7796048f-b4b9-fb73-29de-bccc429e09bd,81627cf1-4394-72e6-da58-7e8aa25d6b29,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2025-06-16,,,,
e52a33e6-fec5-8a89-1db3-c0756fb9de37,e87d1c78-e7c4-21c7-4049-7b717d106c60,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b,2025-02-16,,,,
71076f2e-0a71-5350-7eb2-7900ed5d6510,a2607723-17a0-df49-0d01-280fd89a40c0,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,5ab33edf-6e59-5ed3-a8b3-17fa18d0752b,2025-03-26,,,,
8f942977-b582-ef0c-fd23-36f45b44e6ed,0b49452d-46d4-83f3-d450-281c6c6f7633,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2026-01-03,,,,
1ccc33c1-7e34-7f69-752f-bd7e7c360908,217d65a0-c568-11cd-5563-f61600e85ece,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,2025-06-14,,,,
25e6d919-ddeb-cd5c-b842-7379d888dcb6,295d6fbf-430f-801d-fad4-09e2a319dcb4,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2025-10-19,,,,
3427e466-17f4-b85d-597f-aaf01fa7cddf,b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2023-10-10,,,,
d5bf85f3-2e3f-674c-48bb-db12de4097c3,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,2021-05-15,,,,
d294100f-823c-a34a-bffb-d93b2b15619e,b0e6a969-e213-42b0-f1ee-dba313432e61,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,0f844fef-1931-e9ee-a56c-0941fbf24050,2026-04-05,,,,
a9c3640d-e411-a9d7-9030-fb0c45d5aacb,093923de-8bab-ce3b-2628-6bfbe767dcea,ROLE-5f987c71-a65e-688e-abf3-ad39fec21bbe,AWS-ReadOnlyAccess,AWS,direct,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2022-12-15,,,,
ff7d39f7-9563-5c97-365f-982b95eef45c,8d7248e2-951f-58d0-5e84-f058d5a804eb,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2024-03-09,,,,
c4502052-86a8-f21a-010e-622bf8bc920c,0ab54bde-20a0-4502-6e06-809725e97977,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2025-06-08,,,,
eba0330c-6a9a-6f4b-2e39-c29a921f266f,eededb07-e623-a689-5d59-cd2a4eea04e7,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2026-04-14,,,,
7f843004-c4ac-41b5-3f04-2c7b13ab7d2c,0a368ce7-dc57-0131-f8e1-daa7cbceabde,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2023-07-25,,,,
5422ea97-e32a-8787-1824-6315ad49e072,ae9bec36-35c7-936c-5b99-62c6e61fecc0,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,1825bc54-30be-b45f-6835-14f2ceb81f9d,2021-09-30,,,,
fb38bc6c-ae6a-7c48-48c6-a7ed06a574ec,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,766ecb15-474e-bc19-2ef9-12766c006f61,2025-01-01,2026-09-17,TKT-202606-18129,2026-03-27,23e2fcb4-72d8-567d-894a-05e430b187ef
5fa18468-64e8-4ffc-1f3a-cc68ae3e6268,dfed2c43-e256-a6dc-8f54-86b7c7b5b2bc,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,23e2fcb4-72d8-567d-894a-05e430b187ef,2024-11-24,2026-10-02,TKT-202606-68351,2026-02-05,134c6c92-ec5b-227c-dfde-4fbf3ff350bf
1b2765f6-f383-24f7-eddc-ac0a97206c66,bfddc3d9-9ee3-ac2a-f94d-62046808593f,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2024-01-06,2026-08-31,TKT-202606-11464,2024-02-10,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
076451d3-275d-d459-52d3-6897d6442365,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-11-23,,,,
b52c4358-d4a8-b45a-75d1-d77614c08f6d,ccc56569-f9e8-a369-2999-b735dd56cc94,ROLE-edcd465e-3638-6821-f6e0-7cc06c52c49f,AzureAD-Standard-User,AzureAD,direct,ccf3a171-56dc-8907-ba6c-34ab6712303a,2025-08-28,,,,
a0dbfca2-743c-fb6b-7ad7-c891a8d791b6,698c206f-e1a4-7e10-2d53-4dd0cf8ebc5a,ROLE-080aadfb-e7c9-9b26-1141-25c63a9bedd4,Okta-Standard-User,Okta,direct,2a25a888-0f02-bad0-e706-7ef466aa9385,2026-05-08,,,,
a87319fe-981d-c530-44f2-0d97f4881671,ecab3301-bc8f-7d29-2dea-94930658663a,ROLE-7c441fe7-ab42-20a7-474a-493b3ceddf2d,SF-Standard-User,Salesforce,direct,03c72ba8-d605-e770-8a63-f881ffd0f9d5,2022-06-27,,,,
0b398e89-f842-e163-5455-5290017c75c5,696608aa-ee49-f329-c84a-7b28550a1b46,ROLE-14296c07-f26b-4776-913e-4de2e0c53cb8,AD-Account-Operators,AD,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2026-01-15,,,,
73fe7e1d-f36d-eb13-9f53-4d9aa7faf009,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,ROLE-2a45c2ab-8cbf-edb0-f264-accc79ac1b1e,AzureAD-User-Admin,AzureAD,direct,766ecb15-474e-bc19-2ef9-12766c006f61,2025-10-11,,,,
fff446b9-bb46-8c13-f28a-030b532da8fe,28c13091-444d-610b-3f87-e362cf8d446a,ROLE-66245bfa-4fcc-a39a-b683-d2e6337ea2df,AWS-PowerUserAccess,AWS,direct,c0e9ab30-ed26-62e9-17e0-11b7f8102383,2025-07-30,,,,
cc0a628b-f518-5923-e829-2e3bbbfc5dc1,61ee411a-1bac-27a7-b386-f7a4c991603f,ROLE-01d74256-3860-2ab6-96a4-02f23ae8cc93,Okta-Org-Admin,Okta,direct,63f2ae24-fc3d-3348-008d-4127610461e3,2025-09-17,,,,
dcffd7b6-361c-2373-211b-20eb91b45e06,787f2425-dbcc-c477-09e9-db0adf465290,ROLE-3da9c2a9-0ed4-2f1a-3d4c-bf374eb93eff,AD-Domain-Admins,AD,direct,a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,2025-10-12,,,,
486fac8f-a4c5-dae5-cd32-e7120c767092,eb1fa9f2-d10b-d1d0-3317-347038f16a81,ROLE-2a45c2ab-8cbf-edb0-f264-accc79ac1b1e,AzureAD-User-Admin,AzureAD,direct,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-07-06,,,,
be69ad39-0e37-8b07-cc53-5c3e52bb530d,d20eac17-4e20-fd1a-5983-36e375d66ed4,ROLE-01d74256-3860-2ab6-96a4-02f23ae8cc93,Okta-Org-Admin,Okta,direct,766ecb15-474e-bc19-2ef9-12766c006f61,2023-08-07,,,,
9a2fc701-f3af-bb09-8c12-6e0e121af952,39118497-3a43-b2ba-df0f-06cbcb9bc326,ROLE-3da9c2a9-0ed4-2f1a-3d4c-bf374eb93eff,AD-Domain-Admins,AD,direct,dd2467ac-778e-edb3-693d-ffbc6c6fa611,2025-09-23,,,,
41526bff-661b-9738-17b1-6c4361a2d612,6601ddd0-3170-f437-a8f7-ef5a060edf5b,ROLE-a8e56e0c-20de-435d-2031-d750c40db9b4,AzureAD-Global-Admin,AzureAD,direct,7914c120-c8dc-d19f-3e35-11287900f7f9,2025-06-26,,,,
c5583a17-f70d-78a0-3d75-e4232d921dab,11c58ef0-dd46-3c09-4752-87aa5408f9ac,ROLE-8dcdcd03-969b-6662-0562-8059568cc69b,Okta-Super-Admin,Okta,direct,db20a56e-dc81-5fe7-ceda-8bbb71710434,2024-01-16,,,,
054046cc-16d5-0b84-661f-7117dd926cbf,59e4b671-4774-bc58-c5f8-bc16f7860b50,ROLE-d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,AD-Standard-User,AD,direct,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-01-24,2026-10-07,TKT-202606-13245,2026-03-08,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
