privilege_id,identity_id,resource_id,resource_name,resource_type,resource_criticality,platform,privilege_level,grant_path,is_excessive,is_dormant,last_used,computed_date
dbf15a88-648d-4b02-86f8-f752cb6517dc,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
96344b16-3e49-463b-a29a-4ad278b94490,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
a5488e4b-8ae6-45be-a48a-2f3ff8d92a04,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
0888b807-e6f7-4eeb-97bd-421dd6aa4f10,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-bdd640fb-0667-1ad1-1c80-317fa3b1799d,prod-s3-finance,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
b6c552f4-ec36-4e4e-9e21-0b7f7cb6a5d9,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,prod-s3-hr,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-06-13,2026-06-21 14:36:28
ce22fa84-d8c0-4c90-9474-202c19587a08,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-17fc695a-07a0-ca6e-0822-e8f36c031199,backup-s3-all,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
92ec0b73-479d-4363-8889-72892476ad47,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-9a1de644-815e-f6d1-3b8f-aa1837f8a88b,prod-rds-finance,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-09-15,2026-06-21 14:36:28
e18c3c28-b961-4af2-a924-55560746e80a,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,prod-rds-customers,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-06-13,2026-06-21 14:36:28
d0300de3-4705-495b-9c1b-abb7e01b3275,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-6b65a6a4-8b81-48f6-b38a-088ca65ed389,dev-rds-engineering,DATABASE,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
db613288-2409-4cb7-921b-b0d13ab7eb27,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-47378190-96da-1dac-72ff-5d2a386ecbe0,prod-ec2-webserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
0243fe13-3cd7-4e5d-9613-185e496e13d8,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-c241330b-01a9-e71f-de8a-774bcf36d58b,prod-ec2-appserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-08-29,2026-06-21 14:36:28
f599037f-11c5-4470-8f00-1a0ea94a02e7,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-6c307511-b2b9-437a-28df-6ec4ce4a2bbd,dev-ec2-sandbox,COMPUTE,LOW,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
6ab6d4f6-f6ad-42e9-a542-fbdba839a616,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-371ecd7b-27cd-8130-4722-9389571aa876,aws-secrets-prod-keys,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2026-02-13,2026-06-21 14:36:28
da529b5f-3e51-4688-af49-9445442e0b5c,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-1a2a73ed-562b-0f79-c374-59eef50bea63,aws-secrets-api-tokens,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-06-05,2026-06-21 14:36:28
f5b461ee-cca3-45ff-a37b-165e0d835559,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-5be6128e-18c2-6797-6142-ea7d17be3111,aws-api-finance,API,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
f227276a-eda0-4ece-a00b-b63bb8966c88,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-29a3b2e9-5d65-a441-d588-42dea2bc372f,sf-accounts-data,APPLICATION,HIGH,Salesforce,FULL_CONTROL,ROLE:SF-Standard-User;ROLE:SF-System-Admin,False,True,2026-02-02,2026-06-21 14:36:28
82fc3ddb-70c4-47eb-a501-f3832ecbe4ef,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-ab9099a4-35a2-40ae-5af3-05535ec42e08,sf-opportunities,APPLICATION,MEDIUM,Salesforce,FULL_CONTROL,ROLE:SF-Standard-User;ROLE:SF-System-Admin,False,True,2026-01-20,2026-06-21 14:36:28
b8cf3bb0-bd5c-4815-802c-8e42f679369c,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-a28defe3-9bf0-0273-1247-6f57a5e5a5ab,sf-campaigns,APPLICATION,LOW,Salesforce,FULL_CONTROL,ROLE:SF-Standard-User;ROLE:SF-System-Admin,False,False,2026-04-02,2026-06-21 14:36:28
e372d5e6-01b6-44d8-866e-03fe6e4eea3d,db20a56e-dc81-5fe7-ceda-8bbb71710434,RES-aefcfad8-efc8-9849-b3aa-7efe4458a885,sf-reports-financial,APPLICATION,CRITICAL,Salesforce,FULL_CONTROL,ROLE:SF-System-Admin,False,False,2026-05-06,2026-06-21 14:36:28
470d63d9-51ac-4afd-a6e6-94dc655317eb,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-23,2026-06-21 14:36:28
1554e24e-0790-4795-a3cd-dc8f66831e13,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-30,2026-06-21 14:36:28
9cb76eab-f33c-4137-8b2a-391c128a45dd,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-19,2026-06-21 14:36:28
e984f680-c0d4-464f-83f6-58dac3472354,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-05-10,2026-06-21 14:36:28
895bb123-14d9-4089-a580-84b5c5367f9f,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,True,2026-03-13,2026-06-21 14:36:28
b73a088c-467f-4277-8242-c82597e24bb2,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,False,2026-05-07,2026-06-21 14:36:28
d041b61d-9f10-4131-9801-b539accb2e0b,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,False,2026-06-14,2026-06-21 14:36:28
e73781b6-39a8-4af1-a876-72bcda12cfd3,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-29a3b2e9-5d65-a441-d588-42dea2bc372f,sf-accounts-data,APPLICATION,HIGH,Salesforce,WRITE,ROLE:SF-Standard-User,False,True,2025-09-16,2026-06-21 14:36:28
8cec4a6c-e284-4bc7-9abd-f9bd7bc2f7bb,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-ab9099a4-35a2-40ae-5af3-05535ec42e08,sf-opportunities,APPLICATION,MEDIUM,Salesforce,WRITE,ROLE:SF-Standard-User,True,True,,2026-06-21 14:36:28
3966cae4-c1ba-46cf-9f18-44343ddabbad,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,RES-a28defe3-9bf0-0273-1247-6f57a5e5a5ab,sf-campaigns,APPLICATION,LOW,Salesforce,WRITE,ROLE:SF-Standard-User,False,True,2025-10-01,2026-06-21 14:36:28
63cd255a-b2fb-48ec-8396-fa1ac51526ea,b253d218-6c4a-37ea-4906-17f2747b6dba,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-12,2026-06-21 14:36:28
dee3993e-9169-4845-b110-c84a6afd6f85,b253d218-6c4a-37ea-4906-17f2747b6dba,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-11,2026-06-21 14:36:28
dcd045ca-4e6c-482a-b5b3-622f771ee55c,b253d218-6c4a-37ea-4906-17f2747b6dba,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-11,2026-06-21 14:36:28
d869eb6e-5aa8-4140-a89a-5538a8a78c86,b253d218-6c4a-37ea-4906-17f2747b6dba,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,True,2025-10-25,2026-06-21 14:36:28
d4d7005e-7fe9-48aa-89ae-b4d5a1a26c04,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-17,2026-06-21 14:36:28
febd5170-cc63-4bed-b441-9328a96f1f7c,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-10,2026-06-21 14:36:28
4295da85-c595-42f4-85ef-ed33debff49a,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-14,2026-06-21 14:36:28
50ba4092-ec1f-42b4-bb2e-7e1657ebdc58,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-04-09,2026-06-21 14:36:28
33c2ee0c-4817-43ed-bffc-88af37c44a74,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,False,2026-05-09,2026-06-21 14:36:28
0941087d-52f3-4837-8050-9e3e5f1f8544,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,False,2026-05-19,2026-06-21 14:36:28
9e92c41d-753b-47a8-badc-be1b81967bed,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,True,2026-02-10,2026-06-21 14:36:28
4a86ee8b-4e4e-4256-80bc-4acfedcb896f,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,True,2025-12-11,2026-06-21 14:36:28
3f0a962f-7586-47c4-b4b2-b12b098b80b0,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-28,2026-06-21 14:36:28
df5f23ce-dd9b-4cf9-b16a-17f8c9b411d3,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,True,2025-12-18,2026-06-21 14:36:28
0d37302d-4e53-4801-a986-9e4a38e13da3,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-05-02,2026-06-21 14:36:28
dde98716-fa22-4bb8-8e95-e61629e9c907,118a9d29-2f92-3996-d9f1-95d014822f53,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-05,2026-06-21 14:36:28
c0900bd2-39ad-4a5c-9fbc-d7ce4a51ea07,118a9d29-2f92-3996-d9f1-95d014822f53,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-07,2026-06-21 14:36:28
76dbe006-55f0-463a-8370-c06518e3c412,118a9d29-2f92-3996-d9f1-95d014822f53,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-17,2026-06-21 14:36:28
fb2e17a8-2798-44c3-82a7-ff0ea0777eee,118a9d29-2f92-3996-d9f1-95d014822f53,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-04-18,2026-06-21 14:36:28
8e78eff6-73df-4940-b9a0-50e275e060fd,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,ad-dc-primary,COMPUTE,CRITICAL,AD,ADMIN,ROLE:AD-Account-Operators,True,True,,2026-06-21 14:36:28
e7d13c49-852c-4046-89ab-0eecd5b67741,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,azure-sharepoint-hr,APPLICATION,CRITICAL,AzureAD,ADMIN,ROLE:AzureAD-User-Admin,False,False,2026-05-06,2026-06-21 14:36:28
56b71ea4-2270-4b03-a890-a51610781f8d,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,ADMIN,ROLE:AzureAD-User-Admin,False,False,2026-03-31,2026-06-21 14:36:28
27e85922-796d-416d-93f1-95394fa85272,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,WRITE,ROLE:AWS-PowerUserAccess,False,False,2026-05-11,2026-06-21 14:36:28
23cea783-4af1-47c4-b96c-cf8551990578,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,WRITE,ROLE:AWS-PowerUserAccess,True,True,,2026-06-21 14:36:28
8823110f-1050-4e97-9514-c88baf0c3cb5,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-6b65a6a4-8b81-48f6-b38a-088ca65ed389,dev-rds-engineering,DATABASE,MEDIUM,AWS,WRITE,ROLE:AWS-PowerUserAccess,False,False,2026-04-14,2026-06-21 14:36:28
d5402704-7708-499e-b864-fb86a4b58439,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-47378190-96da-1dac-72ff-5d2a386ecbe0,prod-ec2-webserver,COMPUTE,HIGH,AWS,WRITE,ROLE:AWS-PowerUserAccess,True,True,,2026-06-21 14:36:28
178b18f3-5ffd-47fc-b1c2-4ddeed6f96c4,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-c241330b-01a9-e71f-de8a-774bcf36d58b,prod-ec2-appserver,COMPUTE,HIGH,AWS,WRITE,ROLE:AWS-PowerUserAccess,False,True,2026-02-23,2026-06-21 14:36:28
19449fa3-767a-4623-badf-9c6e1fdcca5f,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-6c307511-b2b9-437a-28df-6ec4ce4a2bbd,dev-ec2-sandbox,COMPUTE,LOW,AWS,WRITE,ROLE:AWS-PowerUserAccess,False,True,2025-09-13,2026-06-21 14:36:28
49e9e6c7-b7bf-4cb9-9c95-8a40ac095e84,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,WRITE,ROLE:AWS-PowerUserAccess,False,True,2025-09-27,2026-06-21 14:36:28
58e2b406-c001-4f37-8b83-365b4e7a962e,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,ADMIN,ROLE:Okta-Org-Admin,False,True,2026-02-20,2026-06-21 14:36:28
d93533a2-af7e-4583-9606-a9c4d23eedb0,94340a03-3f07-f814-91d6-3f78e3e9de99,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,ADMIN,ROLE:Okta-Org-Admin,True,True,,2026-06-21 14:36:28
f9d78f0b-cb7d-4f64-845d-36b4a7ecc413,506e5a9a-b758-588d-ab73-295b344a54b8,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-01,2026-06-21 14:36:28
5464cb04-d445-422d-8c4f-ce3eab9e0534,506e5a9a-b758-588d-ab73-295b344a54b8,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-18,2026-06-21 14:36:28
fc725c79-1f38-436f-b67f-0f2734a8ae49,506e5a9a-b758-588d-ab73-295b344a54b8,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-05,2026-06-21 14:36:28
