mapping_id,source_type,source_id,canonical_id,incident_type,action_type,framework,control_id,tag,mapped_timestamp
43583819-51e5-4572-8b54-2a6f8e0cfcde,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,MITRE,T1078.001,MITRE:T1078.001,2026-06-21 15:10:29
dce2eb89-db2e-4431-b30c-349e45edb8e7,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,MITRE,T1098,MITRE:T1098,2026-06-21 15:10:29
12926a2f-88ac-4181-9d6a-6a339fc6ff4e,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,NIST,AC-2,NIST:AC-2,2026-06-21 15:10:29
bee654de-9f2e-44c6-b4db-8d1a48147fa9,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,NIST,AC-2(1),NIST:AC-2(1),2026-06-21 15:10:29
5fe43304-75ae-4550-b99b-1e30a33ab0b5,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,NIST,AC-2(3),NIST:AC-2(3),2026-06-21 15:10:29
b56b54d4-7f2d-4328-bffd-82eabee5f6c5,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,NIST,IA-4,NIST:IA-4,2026-06-21 15:10:29
99444db9-ffad-44a9-bb79-e81760f48094,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,NIST,IA-5(7),NIST:IA-5(7),2026-06-21 15:10:29
17f3e478-ccf4-4524-a6d2-07d525522826,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,CIS,5.1,CIS:5.1,2026-06-21 15:10:29
75760e5c-a8e7-40fd-86b8-c0e367166722,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,CIS,5.3,CIS:5.3,2026-06-21 15:10:29
01ee07bd-7b07-46b9-9f75-e6274151dd24,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,CIS,6.2,CIS:6.2,2026-06-21 15:10:29
7af1d8ad-9871-4c89-b9cd-f3fef1e6dec0,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,GDPR,Art.5(1)(e),GDPR:Art.5(1)(e),2026-06-21 15:10:29
c3368571-ed20-427d-b044-873faecc32c0,INCIDENT,aaca4e90-7656-4bdb-adc2-66f1200213d6,085eb489-4ac6-6780-3874-9f3cc2d49b56,ORPHANED_ACCOUNT,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
b15b71dd-ddd3-4842-9347-ee2d7314f000,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,MITRE,T1078,MITRE:T1078,2026-06-21 15:10:29
7e06dd7d-b755-44ee-9053-dca46102a311,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,MITRE,T1078.002,MITRE:T1078.002,2026-06-21 15:10:29
9a3bd6bf-3741-4d0d-85e2-de695f60c323,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,MITRE,T1098,MITRE:T1098,2026-06-21 15:10:29
37b5682f-45d3-414c-868f-8b66042306bc,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,NIST,AC-2,NIST:AC-2,2026-06-21 15:10:29
59cb01cc-57e2-4518-aae6-f4d98fa67d4e,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,NIST,AC-2(3),NIST:AC-2(3),2026-06-21 15:10:29
b5ee7e4e-5fb6-41d5-9ed7-fbb212a8950e,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,NIST,AC-6,NIST:AC-6,2026-06-21 15:10:29
8635bf0b-a821-4dd8-bf19-834ed8f01c47,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,NIST,IA-5,NIST:IA-5,2026-06-21 15:10:29
e1fb3d99-d153-47e1-b926-b4f30fb8a03e,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,CIS,5.3,CIS:5.3,2026-06-21 15:10:29
8531645a-8ea1-4439-bc45-5d274447ed68,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,CIS,5.4,CIS:5.4,2026-06-21 15:10:29
4458a385-5fba-4640-9c72-d6f007f8d5e8,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,CIS,6.8,CIS:6.8,2026-06-21 15:10:29
5daefb99-eae9-4c0c-abe1-6b2f42471a26,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,GDPR,Art.5(1)(f),GDPR:Art.5(1)(f),2026-06-21 15:10:29
a88b3472-5932-47c4-b686-a55517fabf9e,INCIDENT,5110ad81-cf34-49d9-accb-98c244a6ec77,17e8392a-55ce-e5db-9e87-e04ca2086977,DORMANT_ADMIN,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
1d5aaf87-1fb0-493f-b3af-5bfbc008c47b,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,MITRE,T1078,MITRE:T1078,2026-06-21 15:10:29
1e2a35f7-e7bd-4ef2-872f-c34975dbbf23,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,MITRE,T1548.002,MITRE:T1548.002,2026-06-21 15:10:29
00b6e010-2f0a-4c93-8f09-1ffe2a1f6b31,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,NIST,AC-5,NIST:AC-5,2026-06-21 15:10:29
25c1f32e-df3b-48ff-b6d3-fd796421042c,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,NIST,AC-6,NIST:AC-6,2026-06-21 15:10:29
abdf6e62-0095-45a0-8652-12ff7fbadeff,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,NIST,AC-2,NIST:AC-2,2026-06-21 15:10:29
8c5f724b-97ea-48bc-9926-d8a8c2edd1db,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,CIS,5.4,CIS:5.4,2026-06-21 15:10:29
724059f1-56ec-46db-94d9-269a22d10b9f,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,CIS,6.8,CIS:6.8,2026-06-21 15:10:29
64fac5fb-2d8e-445a-af1e-e3423c87d3ef,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,CIS,14.6,CIS:14.6,2026-06-21 15:10:29
26fd30f7-6dd5-4da7-958f-5defde525eed,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,GDPR,Art.5(1)(f),GDPR:Art.5(1)(f),2026-06-21 15:10:29
0bdd264f-f094-40ee-a0ae-d7006dc5abb6,INCIDENT,724c265e-7734-47e2-8b0d-a1a911e0bc99,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,SOD_VIOLATION,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
6ad9fc51-3bea-454c-92e8-2d98053b6a0a,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,MITRE,T1078,MITRE:T1078,2026-06-21 15:10:29
03c5a3f5-9564-4a42-9ca9-d5ba3b8d84ba,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,MITRE,T1078.002,MITRE:T1078.002,2026-06-21 15:10:29
45916609-01b0-4408-ad21-7c3d4c6130a2,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,MITRE,T1098,MITRE:T1098,2026-06-21 15:10:29
ce0b2167-5d5f-4b2c-a53e-3f857480c640,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,NIST,AC-2,NIST:AC-2,2026-06-21 15:10:29
fe1e9c12-6c8c-465b-a913-2bac0c601616,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,NIST,AC-2(3),NIST:AC-2(3),2026-06-21 15:10:29
ddfe51fb-898a-4e3a-b282-065b9d234197,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,NIST,AC-6,NIST:AC-6,2026-06-21 15:10:29
5aaf2d78-0b1b-4596-8f8d-bb58389e37c6,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,NIST,IA-5,NIST:IA-5,2026-06-21 15:10:29
16d46be9-139b-4d5d-8305-ab045f2e94b9,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,CIS,5.3,CIS:5.3,2026-06-21 15:10:29
d698f53d-2244-40dd-add6-d80198170553,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,CIS,5.4,CIS:5.4,2026-06-21 15:10:29
6747f835-aa98-43e2-bc1c-973daa6189c1,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,CIS,6.8,CIS:6.8,2026-06-21 15:10:29
72a8c871-4f7f-443c-b06c-993a2667e3b6,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,GDPR,Art.5(1)(f),GDPR:Art.5(1)(f),2026-06-21 15:10:29
165aead4-afa6-44ac-ad05-f5ff5e9cb129,INCIDENT,6b7ffaf9-d29a-46ff-850f-ebd0742c12f4,1e5ebe54-5907-7299-dc3b-bdd8a74e02a9,DORMANT_ADMIN,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
b16d54a3-5977-472c-9b8f-568feca9b5dc,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,MITRE,T1078,MITRE:T1078,2026-06-21 15:10:29
47ee7cc3-6f18-468e-877b-c24dd9b886fc,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,MITRE,T1133,MITRE:T1133,2026-06-21 15:10:29
69ed5c61-76e5-4359-ab0c-f1a62e2a7f3c,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,MITRE,T1110,MITRE:T1110,2026-06-21 15:10:29
d43e8a08-6ef4-44b8-a9f1-f7c94b3bdc46,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,NIST,AC-17,NIST:AC-17,2026-06-21 15:10:29
08d7dd52-042f-47a6-bc36-ae32ef081da8,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,NIST,IA-3,NIST:IA-3,2026-06-21 15:10:29
0aaa787c-17e2-47f8-8125-3da73ba3e276,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,NIST,SI-4,NIST:SI-4,2026-06-21 15:10:29
9410a35e-2ec6-4e09-b598-8171d06530ba,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,CIS,6.3,CIS:6.3,2026-06-21 15:10:29
040d243b-abb7-4431-a09e-6b1afd1d8087,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,CIS,12.6,CIS:12.6,2026-06-21 15:10:29
2cc4392d-18c1-4fc3-a883-abda12a7f3d0,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,CIS,13.1,CIS:13.1,2026-06-21 15:10:29
49137d93-ed62-4c01-8402-c6a9121b7a4c,INCIDENT,39123b02-71cf-4125-b84a-23e5960ac175,25f88c74-53ea-4919-db48-62c2d5ff2a1f,BEHAVIORAL_OUTLIER,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
128be27f-813e-4ac8-9059-34426cc018bd,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,MITRE,T1550,MITRE:T1550,2026-06-21 15:10:29
9cddb390-103d-489a-8697-9e1858276477,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,MITRE,T1021,MITRE:T1021,2026-06-21 15:10:29
593eb778-f43c-49cf-a7c9-319b91f50a3a,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,MITRE,T1484,MITRE:T1484,2026-06-21 15:10:29
b1489d8d-1484-4653-b283-520858bbdd96,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,MITRE,T1563,MITRE:T1563,2026-06-21 15:10:29
e2965a39-d032-4dec-aee4-1506f27805de,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,NIST,AC-4,NIST:AC-4,2026-06-21 15:10:29
8866c3b1-8635-49ff-8569-0f441424fca4,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,NIST,AC-17,NIST:AC-17,2026-06-21 15:10:29
32f7a8d3-2b40-4e2c-a520-d144d421a7e0,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,NIST,SC-7,NIST:SC-7,2026-06-21 15:10:29
e62b81ed-21f2-45e4-b901-7124c3676fdb,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,NIST,SI-4,NIST:SI-4,2026-06-21 15:10:29
146aafb5-864c-4b06-a544-978504fe303c,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,CIS,4.1,CIS:4.1,2026-06-21 15:10:29
3530c98d-c0a5-4fa9-a5af-9ed60112909d,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,CIS,12.1,CIS:12.1,2026-06-21 15:10:29
cbcab41f-3289-4dd2-a35f-4be28bb8a4dd,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,CIS,13.1,CIS:13.1,2026-06-21 15:10:29
4d498915-da17-4ba7-979a-32e771f34dd8,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
4d7ed5fe-ea5b-4ac8-b716-986ffde5afbf,INCIDENT,d08a433a-ef99-4f61-b136-1cfd7609a5ac,267eddce-df8f-4197-9a4a-99b2e806133c,LATERAL_MOVEMENT,,GDPR,Art.33,GDPR:Art.33,2026-06-21 15:10:29
2b07aa67-386e-4cb6-b3f6-4de5ac697bd5,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,MITRE,T1078,MITRE:T1078,2026-06-21 15:10:29
3b1a859b-9045-43cf-8e26-f6099d604d44,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,MITRE,T1133,MITRE:T1133,2026-06-21 15:10:29
249443ad-0f5e-4d4a-bf2d-967a54d7d2b9,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,MITRE,T1110,MITRE:T1110,2026-06-21 15:10:29
e6e60e12-d4f0-400b-97af-0608348402b4,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,NIST,AC-17,NIST:AC-17,2026-06-21 15:10:29
6ef6b1f2-6d74-4c07-9072-8ef4ff702ce3,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,NIST,IA-3,NIST:IA-3,2026-06-21 15:10:29
373e14aa-ba41-4981-9783-44a7272ffc09,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,NIST,SI-4,NIST:SI-4,2026-06-21 15:10:29
1b225a81-93e1-4b60-bce1-e7ba0ce63bab,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,CIS,6.3,CIS:6.3,2026-06-21 15:10:29
d424b469-9b15-4a3c-b3bb-3a9332ea3b96,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,CIS,12.6,CIS:12.6,2026-06-21 15:10:29
c89bd309-7f33-4054-ab50-06c4555283fa,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,CIS,13.1,CIS:13.1,2026-06-21 15:10:29
7453e662-323b-4c64-bef4-0cb2b0c8b151,INCIDENT,884ab76b-4280-4670-b6cb-1193439be873,286ed390-edd9-7a1a-fa58-5b278ce3e7c3,BEHAVIORAL_OUTLIER,,GDPR,Art.32,GDPR:Art.32,2026-06-21 15:10:29
fd2a3521-46c7-44a6-8844-1525806d4629,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,MITRE,T1567,MITRE:T1567,2026-06-21 15:10:29
1445fb84-7c05-4cc6-ac2d-765303eb5a99,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,MITRE,T1048,MITRE:T1048,2026-06-21 15:10:29
96d04d18-8e86-4fdd-be99-52e19dbf6d92,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,MITRE,T1530,MITRE:T1530,2026-06-21 15:10:29
d914bbf7-6b96-4467-a8e3-562e2ad77273,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,MITRE,T1020,MITRE:T1020,2026-06-21 15:10:29
0ee9dd11-6af1-4ad0-b738-3b2f11893ed7,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,NIST,AC-4,NIST:AC-4,2026-06-21 15:10:29
61896d93-7ddf-492d-9a02-e18595a54c4b,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,NIST,AU-12,NIST:AU-12,2026-06-21 15:10:29
ec34c50c-3ba8-4877-9be8-f676f81c2e85,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,NIST,SC-7,NIST:SC-7,2026-06-21 15:10:29
c5f166d2-4daa-4bed-af00-35381798502b,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,NIST,SI-4,NIST:SI-4,2026-06-21 15:10:29
7046395c-5844-4a77-a384-a9547d4d669b,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,CIS,3.1,CIS:3.1,2026-06-21 15:10:29
657c5306-aaaa-44de-a4ec-956f2e7dbcc0,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,CIS,3.6,CIS:3.6,2026-06-21 15:10:29
3e8fc281-d90b-4f36-82d2-c96e1282d775,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,CIS,13.1,CIS:13.1,2026-06-21 15:10:29
562582cd-c122-40fc-b724-b649a555b77d,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,CIS,13.6,CIS:13.6,2026-06-21 15:10:29
e9cbcd37-a7c3-432c-bea2-0b63b23e27f9,INCIDENT,c69b5afa-32a6-4938-9a14-dad110622444,2d79a2d1-506e-50c7-7aa0-61e9336b00cb,DATA_EXFIL,,GDPR,Art.5(1)(f),GDPR:Art.5(1)(f),2026-06-21 15:10:29
